,ID,Type,Story,Parent,Points,Comments,Author,Title,URL,Content,Created
0,9595070,comment,9593412.0,9594974.0,0,0,tromp,,,I&,
1,9595069,comment,9592812.0,9593659.0,0,0,Gustomaximus,,,"Regarding the high taxes, this is a bit of a fallacy. See the tax table: <a href=""http://en.m.wikipedia.org/wiki/List_of_countries_by_tax_rates"" rel=""nofollow"">http://en.m.wikipedia.org/wiki/List_of_countries_by_tax_rate...</a><p>It&",
2,9595068,comment,9594201.0,9594644.0,0,0,gwern,,,I don&,
3,9595067,comment,9594786.0,9595052.0,0,0,fiatmoney,,,"&quot;Pegasus Global Holdings, through its operating subsidiaries and special purpose vehicles, is an international technology development firm. We have demonstrated expertise in defense, security, telecommunications, and Intellectual Property capture through its ability to source globally “market-ready” IP from public and private innovators, enablers, and incubators.&quot;<p>Between that lovely back-of-the-Economist description and the CVs of their management team [1] (DoD, DoD, &quot;aerospace&quot;, nuke industry, etc.) it&",
4,9595066,comment,9594635.0,9595014.0,0,0,pmccall777,,,"&quot;Worse in every way than myself.&quot;  Well, I mean, obviously not in <i>every</i> way.",1432432585.0
5,9595065,comment,9592812.0,9593737.0,0,0,Gustomaximus,,,I&,
6,9595064,story,,,4,0,nyolfen,NSA winds down once-secret phone-records collection program,http://bigstory.ap.org/article/2fbd3eb94cb545c3ab7a5998484a8f9a/senate-republicans-block-changes-nsa-surveillance,,1432432434.0
7,9595063,story,,,1,0,ziyasal,A simple .Net client for the Disque in-memory distributed queue,https://github.com/ziyasal/Disque.Net,,1432432412.0
8,9595062,comment,9593665.0,9593665.0,0,0,nhanco102,,,One of my must have tools. Love it thank you!,1432432376.0
9,9595061,comment,9594480.0,9594988.0,0,0,nitrogen,,,I&,
10,9595060,comment,9592085.0,9594523.0,0,0,dbbolton,,,"Well, I mean it <i>can</i> make reproducibility easier, not that it definitely will.<p>Say- just for argument&",
11,9595059,comment,9593130.0,9593702.0,0,0,dllthomas,,,s/an/can/,1432432299.0
12,9595058,story,,,1,0,kn9,Planet Earth Now Has a Flag,http://www.iflscience.com/space/planet-earth-now-has-flag,,1432432290.0
13,9595057,comment,9540096.0,9543784.0,0,0,barrydahlberg,,,The hope is to hold the pests back to a level at which the native species can survive.,1432432201.0
14,9595056,comment,9593114.0,9594077.0,0,0,arundelo,,,<i>Code</i> actually starts with relays.,1432432192.0
15,9595055,comment,9592038.0,9594853.0,0,0,cardiffspaceman,,,Is it not true he owned those businesses? He was majority shareholder in Pixar until 2006.,1432432140.0
16,9595054,comment,9595031.0,9595031.0,0,0,drincruz,,,"I, personally, always send one; especially if I am considering taking the job even after the interview. I feel like it shows my interest in the company.",1432432003.0
17,9595053,comment,9594158.0,9595046.0,0,0,baghira,,,"Relevant: <a href=""https://news.ycombinator.com/item?id=9509930"" rel=""nofollow"">https://news.ycombinator.com/item?id=9509930</a>",1432431917.0
18,9595052,comment,9594786.0,9594786.0,0,0,marze,,,"So there must be a real reason this is being planned, besides the obviously fake reasons mentioned.",1432431900.0
19,9595051,comment,9593085.0,9594807.0,0,0,iamcreasy,,,"Yes it is available on YouTube. Here : <a href=""https://www.youtube.com/watch?v=f86VKjFSMJE"" rel=""nofollow"">https://www.youtube.com/watch?v=f86VKjFSMJE</a><p>He tells us the stories within the first 10 minutes. In the following 10 minutes, he talks about what how Palantir&",
20,9595050,comment,9592038.0,9594486.0,0,0,ahallock,,,"Wait, we&",
21,9595049,comment,9593130.0,9594549.0,0,0,sthu11182,,,the only construction i see is in redwood city.  the rest refuse to change.,1432431794.0
22,9595048,comment,9593507.0,9594842.0,0,0,barrydahlberg,,,"Demon thing:\n<a href=""http://r.weavesilk.com/?v=4&id=isi105o9vyt"" rel=""nofollow"">http://r.weavesilk.com/?v=4&id=isi105o9vyt</a>",1432431716.0
23,9595047,comment,9594860.0,9594860.0,0,0,mgoos,,,Organic search results are not the only interesting metrics you&,
24,9595046,comment,9594158.0,9595036.0,0,0,jmount,,,"I &quot;did the /etc/hosts&quot; thing for a long time.  But it seemed like some things hung and tool longer sometimes.  Overall /etc/hosts was a big improvement.  Where are the good lists and what is the current thing you map all the bad hosts to (is it localhost, or something else?)?",1432431623.0
25,9595045,comment,9593507.0,9593507.0,0,0,saganus,,,"How do you save the URL to share it, if using the desktop version? Can&",
26,9595044,comment,9594786.0,9595033.0,0,0,zatkin,,,Is it really that bad?  I heard it&,
27,9595043,comment,9592812.0,9594694.0,0,0,sokoloff,,,"No 100 year old houses?! My first house was 220 years old in NH and the house I own now is ~95 years old in a city with hundreds, if not thousands of 100 year old homes. Yes, a few are on a registry (Colonial era houses near Harvard Sq and a few along the river) but the vast majority are not.",1432431510.0
28,9595042,comment,9593294.0,9594039.0,0,0,tunnuz,,,Love the HTML version.,1432431494.0
29,9595041,comment,9593916.0,9594224.0,0,0,baudehlo,,,"One of the reasons nobody has mentioned yet is that bcrypt ignores everything after the 56th character in the password. Not many people have passwords that long, but it&",
30,9595040,comment,9594480.0,9594746.0,0,0,kabdib,,,The reason that companies tell employees not to read patents is that knowingly infringing a patent is triple damages (as opposed to just accidentally reimplementing something).<p>I&,
31,9595039,comment,9594134.0,9595010.0,0,0,derekp7,,,I&,
32,9595038,story,,,74,21,rosser,Walking Through a Doorway Makes You Forget (2011),http://www.scientificamerican.com/article/why-walking-through-doorway-makes-you-forget/,,1432431370.0
33,9595037,comment,9594786.0,9594786.0,0,0,jmount,,,"26 square miles?  Seems way too big for a simulated population of 35,000.  San Francisco is 47 square miles and has a population of around 800,000.<p>edit- I take that back.  Los Gatos is 11 square miles and about 30,000 people.  So it is in the ballpark.",1432431356.0
34,9595036,comment,9594158.0,9594158.0,0,0,arh68,,,Is this more or is it less effective than a large /etc/hosts blacklist?  It doesn&,
35,9595035,comment,9593916.0,9594790.0,0,0,Dylan16807,,,Well it&,
36,9595034,comment,9592601.0,9593278.0,0,0,andrewchambers,,,"The reason C++ builds so slowly is mainly headers and templates iirc, they seem to just be dealing with caching header processing.",1432431227.0
37,9595033,comment,9594786.0,9594977.0,0,0,thrownaway2424,,,Vegas.,1432431200.0
38,9595032,comment,9577988.0,9581641.0,0,0,kibwen,,,<p><pre><code>  > How would you prefer to compare language sizes? Gut \n  > feel? Surely that&,
39,9595031,story,,,11,10,gs7,Ask HN: Thank you note after startup interview?,,Is it common/expected to send a thank you note after an interview at a startup? I&,
40,9595030,story,,,2,0,rosser,China's Emerging Vision for World Order,http://www.rand.org/blog/2015/05/chinas-emerging-vision-for-world-order.html,,1432430993.0
41,9595029,comment,9593507.0,9594793.0,0,0,mgoos,,,I&,
42,9595028,story,,,2,0,gregornoriskin,You May Be Doing Fragile,http://barbarianprogrammer.blogspot.com/2015/05/you-might-be-doing-fragile.html,,1432430921.0
43,9595027,comment,9594158.0,9594993.0,0,0,kibwen,,,Ghostery&,
44,9595026,comment,9592812.0,9594094.0,0,0,ArkyBeagle,,,"If you own a rent house, you can fully depreciate the actual house over a span of time.<p><a href=""http://www.irs.gov/publications/p527/ch02.html"" rel=""nofollow"">http://www.irs.gov/publications/p527/ch02.html</a><p>It is land that gains in value, unless the house is unusual in some way.",1432430914.0
45,9595025,comment,9593294.0,9594745.0,0,0,Dewie3,,,"And for my part, I&",
46,9595024,comment,9592812.0,9594910.0,0,0,sokoloff,,,And for renters as well. Don&,
47,9595023,comment,9594972.0,9594972.0,0,0,Oatseller,,,"I posted a link to a video about a month ago [0], where arctic wolves approached some workers in remote northern Canada.<p>I&",
48,9595022,comment,9593547.0,9593547.0,0,0,kamphey,,,"“Today you are You, that is truer than true. There is no one alive who is Youer than You.”<p>― Dr. Seuss",1432430663.0
49,9595021,comment,9588128.0,9591544.0,0,0,sjg007,,,Data scientist has a lower prevailing wage.,1432430597.0
50,9595020,comment,9584099.0,9589347.0,0,0,felixgallo,,,could you point to a place where anyone&,
51,9595019,comment,9593292.0,9593757.0,0,0,ljk,,,It&,
52,9595018,comment,9594278.0,9594278.0,0,0,pixelbeat,,,"GNU cp already has the --one-file-system option.<p>Possibly mv might also benefit from this option to error out on EXDEV?<p>Feel free to discuss these things on coreutils@gnu.org<p>We try to be accomodating, and your suggestions here definitely have merit and are worth further discussion.",1432430529.0
53,9595017,comment,9594158.0,9594771.0,0,0,javery,,,Two reasons.<p>1. Because they always have. The precedence was set a long time ago.<p>2. Because Apple doesn&,
54,9595016,comment,9592069.0,9594955.0,0,0,CamperBob2,,,I don&,
55,9595015,comment,9594028.0,9594350.0,0,0,snambi,,,"Using open source is a third option. The author completely missed it.<p>Open source allows the product to modified or extended per your needs. You can contribute back your enhancements, if you don&",
56,9595014,comment,9594635.0,9594635.0,0,0,pckspcks,,,I&,
57,9595012,comment,9594158.0,9594158.0,0,0,stblack,,,Firefox: my new favorite browser.,1432430198.0
58,9595011,comment,9593916.0,9594149.0,0,0,steckerbrett,,,Mostly it&,
59,9595010,comment,9594134.0,9594597.0,0,0,icebraining,,,"Except for people on minimum wage, I don&",
