,ID,Type,Story,Parent,Points,Comments,Author,Title,URL,Content,Created
0,8761626,story,,,2,0,erowtique,Django has a new home,https://docs.djangoproject.com/en/1.7/,,1418806737.0
1,8761625,story,,,1,0,paralelogram,One group dominates the second round of net neutrality comments,http://sunlightfoundation.com/blog/?p=80954,,1418806661.0
2,8761624,comment,8758571.0,8761541.0,0,0,lumpypua,,,Yah there&,
3,8761623,comment,8761076.0,8761502.0,0,0,Mikhail_Edoshin,,,"I agree that weighting is the key to stability for professional cooks and bakers, but up to a gram or not depends on what you&",
4,8761622,comment,8760714.0,8760714.0,0,0,pilif,,,"Tangentially related, I&",
5,8761621,comment,8758678.0,8761529.0,0,0,nodata,,,> If a developer can&,
6,8761620,comment,8760829.0,8761146.0,0,0,maaku,,,Because the trajectory of where this thing ends up is in the ocean (on purpose -- think about failure modes to see why).,1418806521.0
7,8761619,comment,8756840.0,8757459.0,0,0,tempodox,,,This is why I&,
8,8761618,comment,8760829.0,8760829.0,0,0,RoboTeddy,,,What portion of the fuel in the rocket is burned to slow down and land?,1418806477.0
9,8761617,comment,8761539.0,8761606.0,0,0,rainbowgarden,,,Can you blame Linus for saying that? I can&,
10,8761616,comment,8758915.0,8759407.0,0,0,mc808,,,"Indeed, it appears that the root problem is not that web advertising is in decline (which it isn&",
11,8761615,comment,8760732.0,8761514.0,0,0,prawn,,,This won&,
12,8761614,comment,8757148.0,8761475.0,0,0,adventured,,,"AOL.com is still a top ~100 property in the US. Not sure why, maybe sponsored starting homepages, people checking old email accounts, etc.",1418806183.0
13,8761613,story,,,5,0,johnwards,Jeremi Gosney Comment on Ars Technica's Use of MD5,http://arstechnica.com/staff/2014/12/ars-was-briefly-hacked-yesterday-heres-what-we-know/?comments=1&post=28141599,,1418806181.0
14,8761612,comment,8761539.0,8761587.0,0,0,smcl,,,"I came on here to say exactly this. Fairly or unfairly, Linus gets a lot of criticism for being pretty harsh in some situations. In discussions about this people often stick up for Linus saying that either he&",
15,8761611,story,,,8,3,lportion,"Fat 'breathed out' of body via lungs, say scientists",http://www.bbc.co.uk/news/health-30494009,,1418806117.0
16,8761610,comment,8754036.0,8758709.0,0,0,JonnieCache,,,"Yes, a lot of the analysis is quite silly. It&",
17,8761609,comment,8756840.0,8757492.0,0,0,tempodox,,,Touché.,1418806088.0
18,8761607,comment,8758915.0,8758915.0,0,0,q2,,,I read several articles on Dr. Dobb&,
19,8761606,comment,8761539.0,8761587.0,0,0,Perceptes,,,He did start out by saying Peter Samuelson&,
20,8761605,comment,8761539.0,8761539.0,0,0,PhantomGremlin,,,Link is to a collection of Linus&,
21,8761602,comment,8760829.0,8761312.0,0,0,rplnt,,,Since they haven&,
22,8761601,comment,8761038.0,8761355.0,0,0,JonnieCache,,,The stories were written by some christian minister or other and it seems he was fairly authoritarian.,1418805925.0
23,8761600,comment,8760829.0,8761570.0,0,0,prawn,,,"Discussion here: <a href=""https://news.ycombinator.com/item?id=8679855"" rel=""nofollow"">https://news.ycombinator.com/item?id=8679855</a>",1418805905.0
24,8761599,story,,,2,0,zroll,How jOOQ leverages generic type safety?,http://www.javaadvent.com/2014/12/how-jooq-leverages-generic-type-safety.html,,1418805896.0
25,8761598,story,,,5,0,pmcpinto,The Pirate Bay shutdown: the whole story (so far),http://www.engadget.com/2014/12/16/pirate-bay-shutdown-explainer/,,1418805873.0
26,8761597,comment,8756933.0,8759535.0,0,0,adventured,,,What happens when there is no capital around?<p>I&,
27,8761596,comment,8758671.0,8758671.0,0,0,derkan,,,You don&,
28,8761595,comment,8760986.0,8761573.0,0,0,webo,,,Thanks for the heads up. Didn&,
29,8761593,comment,8756265.0,8756265.0,0,0,lerroo,,,GENERATING REVENUE USING LINKEDIN,1418805564.0
30,8761592,comment,8760714.0,8760977.0,0,0,zerr,,,Maybe someone could come up with a script to notify all those users?,1418805540.0
31,8761591,story,,,2,0,srivatsan,The Curious Case of Lotus Notes to Sharepoint Migration,http://blog.psibertech.sg/2014/12/the-curious-case-of-lotus-notes-to.html,,1418805520.0
32,8761590,comment,8761539.0,8761539.0,0,0,robert_tweed,,,"<i>&quot;Dijkstra was probably a\nbit heavy on drugs or something (I think the official explanation is\nthat P and V are the first letters in some Dutch words, but I personally\nfind the drug overdose story much more believable).&quot;</i><p>Quotes like this are why I always read what Linus has to say, regardless of whether the subject is relevant to my life in the slightest.<p>Edit: Yes people, those Dutch words exist! I get it! I&",
33,8761589,comment,8760392.0,8760392.0,0,0,olefoo,,,I&,
34,8761588,comment,8755521.0,8757872.0,0,0,frontsideair,,,I&,
35,8761587,comment,8761539.0,8761539.0,0,0,wazari972,,,it&,
36,8761586,comment,8758671.0,8758889.0,0,0,TheGunner,,,While I&,
37,8761585,story,,,5,1,dragongraphics,Beautiful Interactive SVG Illustration Demo,http://codepen.io/ashleynolan/pen/WbxNap?editors=101,,1418805333.0
38,8761584,comment,8758678.0,8760691.0,0,0,leni536,,,<i>The ringer doesn&,
39,8761583,story,,,2,0,hai2ashwin,A simple app does not mean it doesn't deserve success,http://blog.contractiq.com/an-interview-with-nfn-labs-on-how-they-took-screeny-to-the-top-slots-on-the-app-store/,,1418805234.0
40,8761582,comment,8669095.0,8751798.0,0,0,byEngineer,,,Are you Buddhist? Yes! Are you religious? No!<p>This is as idiotic as:<p>Are you vegetarian? Yes! Do you eat meat? Yes!,1418805051.0
41,8761581,comment,8759291.0,8759291.0,0,0,pella,,,"<i>&quot;The move to Wikidata is a bit ironic, given that some of the data sitting inside of Freebase — including musician genres, album names, and record labels, for instance — originated from pages on Wikipedia, which the nonprofit Wikimedia Foundation hosts. And Googlers understand that.&quot;</i><p><a href=""http://venturebeat.com/2014/12/16/google-plans-to-integrate-its-fact-database-freebase-into-wikimedias-wikidata/"" rel=""nofollow"">http://venturebeat.com/2014/12/16/google-plans-to-integrate-...</a>",1418805015.0
42,8761580,comment,8760392.0,8760392.0,0,0,kruczek,,,"> Operating a keyboard is not the same at all: all you have to do is press the right key.<p>Well, that&",
43,8761579,comment,8758915.0,8760853.0,0,0,joelthelion,,,"I think what these guys (<a href=""https://snowdrift.coop/"" rel=""nofollow"">https://snowdrift.coop/</a>) are doing might be useful for journalism, too.",1418804888.0
44,8761578,story,,,1,0,xiaoma,"A Wave Crests: Silicon Valley, Postsecondary Education and $500B",http://techcrunch.com/2014/12/16/a-wave-crests-silicon-valley-postsecondary-education-and-a-half-trillion-dollars/,,1418804885.0
45,8761577,comment,8758571.0,8761350.0,0,0,fixedd,,,It&,
46,8761576,comment,8760986.0,8761188.0,0,0,McGlockenshire,,,"phpBB 2 was a total security nightmare and anyone running it or version 1 in production should be shot.<p>They realized how horrible things were and massively cleaned up their act around version 3.  No published vulnerabilities issued since 2010, and only a handful for 3.x in general.<p><a href=""http://secunia.com/advisories/product/17998/?task=advisories"" rel=""nofollow"">http://secunia.com/advisories/product/17998/?task=advisories</a>",1418804853.0
47,8761575,comment,8747053.0,8748242.0,0,0,byEngineer,,,So you can&,
48,8761574,comment,8755142.0,8757518.0,0,0,lsc,,,"Cache gets you very little if you can feed in sequential data at a constant rate and at the blocksize of the device.<p>Cache becomes more important as the input data becomes more messy;  cache is one tool for turning bursty and random data into constant, sequential data.",1418804715.0
49,8761573,comment,8760986.0,8761455.0,0,0,McGlockenshire,,,That&,
50,8761572,comment,8761343.0,8761549.0,0,0,obfuskater,,,"Thanks. I like the way they introduce what a proof is in chapter 1, I feel like they have a good, subtle sense of humor. I don&",
51,8761571,story,,,1,0,emcarey,Ask HN: Tips for a successful startup campaign on Pinterest?,,We&,
52,8761570,comment,8760829.0,8761527.0,0,0,riffraff,,,"wait, why would they need this? Is this a joke I&",
53,8761569,comment,8761076.0,8761509.0,0,0,Mikhail_Edoshin,,,"Light year is not just a name; year is a natural length of time and light speed is also a natural constant. The whole unit is natural and is based on things that make sense on such distances. This is same for all natural units; they grew up from usage. (This resulted in things that appears illogical, like having different with similar name for different applications, but this is only appearance. We measure water differently from oil or precious drugs and differently when we cook with water or build a dam, so it makes all the sense to have different units for different purposes.)<p>Meters, however, have a different story; the meter was invented by some French scientist about the time they were changing everything after the revolution, including month names; somehow month names reverted back to normal, but meters stayed. The meter was initially defined as 1/40,000,000 of the length of a meridian. Here only the length of the meridian is natural to some extent, although I fail to see how it is relevant to what is normally measured with meters, and the constant is completely artificial.",1418804644.0
54,8761568,story,,,1,0,emillon,How much should global variables cost?,http://www.benorenstein.com/blog/how-much-should-global-variables-cost/,,1418804610.0
55,8761567,comment,8761538.0,8761561.0,0,0,ekianjo,,,"Good idea, let me edit the entry to make it clearer. \nAs for BoilingSteam, it&",
56,8761566,comment,8751739.0,8753871.0,0,0,Warewolf-ESB,,,Thanks will check this out!,1418804442.0
57,8761565,comment,8750898.0,8753849.0,0,0,Dewie,,,I think I&,
58,8761564,comment,8758654.0,8760304.0,0,0,byEngineer,,,"Whatever. Each and every country in EU produces much, much more food it can consume. Poland produces 100% more food Poles can eat. The same is true for basically whole of EU and the USA. Of course Russia has its excuses, like &quot;it is hard&quot;, but dude! Population lower than Pakistan or Japan with soooooo much land. Still can&",
59,8761563,comment,8756683.0,8758179.0,0,0,egonelbre,,,> Do you see any way other than the 3 ones discussed in the OP article under the label &quot;Generics&quot;?<p>The one I mainly meant was interfaces. Of course there are also DSLs and code generation.<p>> I could agree with that if time wasn&,
60,8761562,comment,8761076.0,8761425.0,0,0,jvdh,,,"> Parsecs are not metric. Heck, light years are not metric; and look at how rich the unit is, it tells you a lot about the distance. Try to express the distance to Alpha Centauri in metric units and comprehend it.<p>The distance to Alpha Centauri is so mind-bogglingly huge that the human mind can not comprehend it. This has to do with the scale of things, and has absolutely nothing to do with the unit.<p>I can define the distance to Alpha Centauri to be 1 Alce. 1 is a really nice number that you can grasp, but it still helps you no further in understanding that distance.",1418804247.0
61,8761561,comment,8761538.0,8761538.0,0,0,vog,,,"Although the article is great, the title should somehow contain the word &quot;game&quot;, so it is clear that this is about Linux games.<p>When clicking on the HN entry, I was expecting something like the latest kernel improvements, or a summary of security fixes compared to other OSes, or something like that.<p>BTW, is boilingsteam.com a gamer site that &quot;one should know&quot;, or is it merely a marketing platform for Valve?",1418804241.0
62,8761560,comment,8761343.0,8761451.0,0,0,Fede_V,,,The closed form solution is not that difficult to derive at all if you put the problem as a reoccurrence equation with boundary conditions.,1418804215.0
63,8761559,comment,8750306.0,8750306.0,0,0,tristanisfeld,,,"There are many great questions here! And some great ones about questioning what you know and your beliefs, and ensuring for everything else, you apply the same logic or reasoning while analyzing the facts and whether or not those have somehow been distorted by a social &quot;telephone game&quot;, or manipulated to fill a talking point, before you make a judgement. It&",
64,8761558,comment,8760732.0,8760732.0,0,0,q2,,,"Humans are given earth and they polluted it, destroyed its environment in the name of development and now going after Mars or Venus...etc.<p>There may be some entities with good intentions in exploration but over a period of time, entities with evil intentions may join and story will be same like on earth, only timeline, tools, people, circumstances, places will be different.",1418804162.0
65,8761557,comment,8758571.0,8760273.0,0,0,rybosome,,,> A solution to the Fermi Paradox has to explain why that event has never happened<p>How do you know that it has not? I&,
66,8761556,comment,8761343.0,8761532.0,0,0,cperciva,,,"Oops, forgot the O() inside the exponential.  Fixed, thanks.",1418804152.0
67,8761555,comment,8761476.0,8761476.0,0,0,rzimmerman,,,I always forget how giant the Saturn V was.<p>Also I appreciate Atlas-Centaur being one centaur.,1418804131.0
68,8761554,story,,,2,0,rahimnathwani,Baidu confirms its strategic investment in Uber,http://techcrunch.com/2014/12/16/baiduber-is-a-do/,,1418804125.0
69,8761552,comment,8758671.0,8758671.0,0,0,PSeitz,,,"An if you care for performance, you shouldn&",
70,8761551,comment,8758894.0,8760475.0,0,0,pjmlp,,,Didn&,
71,8761550,story,,,5,0,yarapavan,End-to-End: OpenPGP Chrome extension from Google,https://github.com/google/end-to-end,,1418803978.0
72,8761549,comment,8761343.0,8761540.0,0,0,sillysaurus3,,,"The whole book is pretty fascinating, &quot;Mathematics for Computer Science&quot; by Lehman and Leighton:  <a href=""http://www.cs.princeton.edu/courses/archive/spring10/cos433/mathcs.pdf"" rel=""nofollow"">http://www.cs.princeton.edu/courses/archive/spring10/cos433/...</a><p>The formula came from section 17.3.2, which goes into detail about how to derive it.",1418803936.0
73,8761548,comment,8761076.0,8761531.0,0,0,adventured,,,"The countries in Europe with a high % of English language use, are simultaneously maintaining their old languages. For example the Netherlands are keeping Dutch, and Sweden is keeping Swedish.<p>It&",
74,8761547,comment,8758678.0,8761529.0,0,0,pjmlp,,,"> If anything, I can see a bright future for Microsoft.<p>I have both Android and Windows Phones.<p>The Windows Phone is actually quite good and from developer point of view, a pleasure compared with Android tooling and APIs.<p>Just the way Microsoft behaved with the customers has made many look elsewhere.",1418803899.0
