,ID,Type,Story,Parent,Points,Comments,Author,Title,URL,Content,Created
0,6950307,comment,6949443.0,6949804.0,2,0,mkingston,,,I get the feeling you&,
1,6950306,comment,6946354.0,6950259.0,1,0,JackMorgan,,,"Yeah, I end up using more a tool called vim macros found in vsvim. They are very powerful. There are only really two commands to remember: record and play. I highly recommend them to anyone who doesn&",
2,6950305,comment,6950129.0,6950225.0,4,0,paveldurov,,,"Not sure hiring a US security firm is a safer approach than crowdsourcing using the power of the global community.<p>After all, Matasano&",
3,6950304,comment,6949095.0,6949364.0,4,0,protomyth,,,"If the company is willing to contribute it back, it is probably good software and the company will probably be a good partner.  If the only reason the contribute the code back is because of the license, I would imagine they will suck as a partner and the code probably won&",
4,6950303,comment,6941168.0,6942435.0,1,0,wpietri,,,"Oh, please. Universities are a fine example of something that the state should fund. Knowledge is a public good. An educated populace is important societal infrastructure, especially in a democracy. Education is such a long-cycle thing that purely private funding of it is deeply problematic.<p>I grant that people working under the rules of wartime discipline have reasonable speech restrictions. And people whose job is to publicly represent the organization also have some limitations on their public speech. But there&",
5,6950302,comment,6950129.0,6950261.0,13,0,reginaldjcooper,,,> precisely because they show how willing they are to improve their service.<p>Multiple people that know what they are doing have remarked that the system Telegram has created is a bad idea and it would be much better to use any established protocol. They have also pointed out multiple places where Telegram is committing obvious cryptographic blunders in their protocol.<p>Telegram decided to pay out $100k under contest rules that are weaker than known plaintext attacks. If they wanted to actually improve their security they would switch to a more secure protocol that doesn&,
6,6950301,comment,6948807.0,6948962.0,1,0,asolove,,,"But, that is a bit different. Function calls return one value because expressions evaluate to one value. Functions accept multiple arguments the same way any expression can be made up of multiple values. What the formal parameters allow is a kind of destructuring assignment to give new names to values. (This is especially clear in eg. Clojure.)",1387720666.0
7,6950300,comment,6950125.0,6950125.0,37,0,DLay,,,From Jay Freeman&,
8,6950299,comment,6926378.0,6928682.0,1,0,jasonwocky,,,In the same way that Napster lost. Imagine if you&,
9,6950298,comment,6950163.0,6950163.0,11,0,wj,,,Why restrict what a visitor can copy from your website? By reducing the site&,
10,6950297,comment,6946354.0,6949402.0,1,0,JackMorgan,,,"OK, I see where you are coming from now.<p>I agree, stealing from a client, that&",
11,6950296,story,,,167,159,SuperChihuahua,Navy sailors have radiation sickness after Japan rescue,http://nypost.com/2013/12/22/70-navy-sailors-left-sickened-by-radiation-after-japan-rescue/,,1387720590.0
