,ID,Type,Story,Parent,Points,Comments,Author,Title,URL,Content,Created
0,6905264,comment,6903101.0,6903865.0,2,0,vasilipupkin,,,Not at all - a &quot;socialist&quot; system involves doubling taxes\nOn the middle class - that&,
1,6905263,comment,6903450.0,6904835.0,6,0,venomsnake,,,300 to be precise.,1387015075.0
2,6905262,comment,6900388.0,6902354.0,1,0,masklinn,,,> If you don&,
3,6905261,comment,6903450.0,6905190.0,2,0,LeonidasXIV,,,Yet there are DirectX state trackers in Gallium3D. I doubt that Gallium developers are drunk all the time.,1387015002.0
4,6905260,comment,6903976.0,6905186.0,3,0,Stealth-,,,"Hehe, when I started reading I was very appreciative of the fact I was prewarned by the &quot;DESIGN CONCEPT&quot; lettering.",1387014987.0
5,6905259,comment,6903101.0,6903718.0,2,0,vasilipupkin,,,healthcare and education in your country aren&,
6,6905258,comment,6901442.0,6903470.0,2,0,Ygg2,,,Magic.,1387014975.0
7,6905257,comment,6903207.0,6903746.0,1,0,ddrmaxgt37,,,I think the badge is. I&,
8,6905256,comment,6904590.0,6904590.0,3,0,albertzeyer,,,Isn&,
9,6905255,comment,6904793.0,6905128.0,2,0,lifeisstillgood,,,"it is however a really good question - not just good on him, but inspiring to us all.",1387014862.0
10,6905254,story,,,1,0,eliot_sykes,"Upload Bitmap, Get Vector Artwork Back",http://vectormagic.com/,,1387014859.0
11,6905252,comment,6903101.0,6903809.0,2,0,vasilipupkin,,,Most Americans have insurance so your assertion is dubious,1387014823.0
12,6905251,comment,6903450.0,6904386.0,2,0,nyar,,,Totally unplayable... (4.6ghz 8core 15fps),1387014812.0
13,6905250,comment,6901805.0,6902480.0,1,0,argumentum,,,"Hey jake, great job. I personally prefer left-justfied for this type of document (vs a blog, per se). Just my opinion, you might want to a/b test it.",1387014731.0
14,6905249,comment,6903529.0,6904756.0,1,0,tsotha,,,How do you think you&,
15,6905248,comment,6904793.0,6905191.0,2,0,agumonkey,,,IIUC they&,
16,6905246,story,,,16,1,homakov,How to send DM on Twitter w/o permission,http://homakov.blogspot.com/2013/12/how-to-send-dm-on-twitter-wo-permission.html,,1387014601.0
17,6905245,comment,6903392.0,6905083.0,1,0,rl3,,,"I was referring more to atmospheric and thematic authenticity. Obviously, no one is going to believe health regeneration is real. In retrospect, I should have made it clear that I was speaking mostly in context of single-player campaigns.<p>My point was that, what may be dismissed as unremarkable by most people, might be compelling narrative to some teenage kid coming up on military age. Keep in mind that the games aren&",
18,6905244,comment,6899937.0,6901400.0,1,0,bsaul,,,"Yeap, i don&",
19,6905243,comment,6904793.0,6904910.0,2,0,geuis,,,"When Google starts investing/buying into companies doing bio-compatible materials, this is when we&",
20,6905241,comment,6903976.0,6903976.0,3,0,_pmf_,,,I ordered some via Amazon Prime Air and am convinced they&,
21,6905240,comment,6905196.0,6905196.0,2,0,tn13,,,Why do we care about Indian politics on HN ?,1387014387.0
22,6905239,story,,,1,0,talhof8,This engineer connected his 27-year-old Macintosh Plus to the Internet,http://thenextweb.com/shareables/2013/12/13/engineer-connected-27-year-old-mac-plus-internet/,,
23,6905238,comment,6904130.0,6904130.0,1,0,gcb0,,,So?<p>i could install Linux on any box and then give valve full control by having to run steam as root...<p>what can I gain with that? It&,
24,6905236,comment,6904793.0,6905076.0,2,0,aragot,,,"Clear. What would you if you had invented self-conscious AI? You need data to grow it. Create a search bot and start harvesting as much data as you physicallyc can eat, to make sure you&",
25,6905235,comment,6904793.0,6905011.0,3,0,adventured,,,I didn&,
26,6905233,comment,6904130.0,6904824.0,2,0,bad_user,,,Intel Graphics come with open-source drivers and it&,
27,6905232,comment,6903392.0,6904796.0,1,0,emiljbs,,,"If they go to the military and act as if it is CoD then the only one that will die are themselves. It is an interesting question though, however cheeky my replies may be.",1387013947.0
28,6905231,comment,6904793.0,6904867.0,12,0,shiloa,,,"Agreed - My first reaction was &quot;Google == Cyberdyne Systems&quot;. I hope a lot of good comes out of this, but I cannot help but think of worst case scenarios. Then again, maybe I consume too much sci-fi movies and books.",1387013935.0
29,6905230,comment,6903950.0,6904261.0,12,0,GotAnyMegadeth,,,It would be good to read a similar analysis in 2514 of today&,
30,6905229,comment,6901326.0,6901832.0,1,0,RBerenguel,,,"The colors and neon style are very neat, but it was indeed the color cycling. Glad to know you&",
31,6905228,comment,6904793.0,6904889.0,1,0,jol,,,I&,
32,6905227,comment,6903168.0,6905119.0,1,0,meira,,,You&,
33,6905226,comment,6904793.0,6905091.0,3,0,kineticfocus,,,With all these companies listed I&,
