,ID,Type,Story,Parent,Points,Comments,Author,Title,URL,Content,Created
0,8167391,comment,8164408.0,8164408.0,1,0,7952,,,60tbs is such a huge amount of bandwidth.  That is the equivalent of 1 million 50mbps wifi connections.  Imagine having a single WiFi network with 1 million people all within 25ms latency of one another.,1407844719.0
1,8167390,comment,8166397.0,8166829.0,5,0,snarfy,,,All the people I cared about reading are gone. It&,
2,8167389,comment,8165206.0,8166221.0,1,0,felipeerias,,,"The point of insurance is not placing a value in a database, that is just the way it is recorded.",1407844674.0
3,8167387,comment,8165857.0,8166823.0,4,0,TeMPOraL,,,That&,
4,8167386,comment,8167192.0,8167300.0,4,0,DanielBMarkham,,,"Unfortunately, due to its name, Uranus has been the butt of many jokes.<p>Sorry -- had to share that. Got it from the wonderful &quot;Great Courses&quot; intro to astronomy series (See? I managed to throw in some good hacker stuff and tell a corny joke at the same time.) Highly recommended.",1407844458.0
5,8167385,comment,8164138.0,8166731.0,1,0,csdrane,,,Thank you this is great advice.,1407844453.0
6,8167384,comment,8162506.0,8166449.0,2,0,CalRobert,,,"Respectfully I have to disagree - the Playstation had hardware controls, the phones being sold today don&",
7,8167383,comment,8166397.0,8167371.0,3,0,taeric,,,"My impression was that they always went for highly customized devices for the tasks that games need, instead of going for highly general devices.<p>So, yes, they were more difficult.  They also had more staying power, typically.",1407844452.0
8,8167382,comment,8165857.0,8166830.0,3,0,tim333,,,Depreciation and maintenance costs per mile vary dramatically by what the car and it&,
9,8167381,comment,8164860.0,8164860.0,1,0,al2o3cr,,,Kickstarter backer here. Have you considered teaming up with another KS project (Click and Grow)? They&,
10,8167380,story,,,6,0,nodesolomon,Show HN: Get a notifaction when a webpage changes,http://spyability1.herokuapp.com/,,1407844353.0
11,8167378,comment,8166701.0,8166701.0,25,0,michaelochurch,,,This may be &quot;(1998)&quot; but it&,
12,8167377,story,,,4,0,d3v3r0,Custom form design done through CSS,http://codepen.io/d3v3r0/pen/BzcFn,,1407844094.0
13,8167376,comment,8166796.0,8167260.0,3,0,khc,,,"[the author of s3proxy is my friend]<p>It seems silly for every client to implement support for every single object store out there. Libraries like jcloud can handle it, but then it&",
14,8167375,comment,8163801.0,8167142.0,1,0,72deluxe,,,"I was only asking, by the way. I wasn&",
15,8167373,story,,,5,0,sudorank,How to block SEMALT from your website,http://www.sudorank.com/how-to-block-semalt-from-your-website/,,1407844040.0
16,8167372,comment,8166388.0,8166388.0,2,0,jimmcslim,,,"I see that there are a number of folks around with Docker containers for Guacamole, but it seems there might be nice for there to be an &",
17,8167371,comment,8166397.0,8166397.0,6,0,Eiriksmal,,,> The PS2 is such a bizarre and powerful beast that it took me many hours of poring over articles and slide presentations just to get my bearings with it\n> When the programmers responsible for some of the greatest console games ever made say that the PS2&,
18,8167370,story,,,3,0,rbanffy,Analysis: What makes Apple's “Handoff” possible?,http://www.developer-tech.com/news/2014/jul/21/what-makes-apples-handoff-possible/,,1407843957.0
19,8167369,comment,8166064.0,8166064.0,4,0,cpach,,,Great that the challenges are up!<p>Feel free to join ,
20,8167368,comment,8166698.0,8167280.0,1,0,Shivetya,,,"The issues I see with preventing bike theft include that its just so easy to take parts off of one, so even if you could prevent taking the whole bike some of the other parts have value too.<p>Only solutions I see are, having secure parking for bikes offered for pay, as benefit of employment, or venue provided. What makes a bike a pain to store besides length is the handle bars and foot pegs stick out. So design a handle bar with a pin so it can be rotated alone the bikes axis when parked and folding pedals. Then you can box store them narrowly akin to bus lockers.<p>Still the primary deterrent to theft is putting it where its at risk and if that means not taking it, well.",1407843902.0
21,8167367,comment,8166698.0,8167334.0,2,0,_delirium,,,"I can believe there are places that happen to have both harsh penalties and low crime rates, but I&",
22,8167366,story,,,4,0,robinwarren,Mark andreessen at Stanford business school (Video 55 minutes),http://avc.com/2014/08/video-of-the-week-marc-andreessen-at-stanford-business-school/,,1407843815.0
23,8167365,comment,8166642.0,8166642.0,1,0,Wouter33,,,"<a href=""https://www.themoviedb.org/"" rel=""nofollow"">https://www.themoviedb.org/</a> with their API is the way to go. Pretty good up to date and a large collection.",1407843792.0
24,8167364,comment,8167192.0,8167300.0,4,0,adwn,,,"We should rename it, to end this stupid joke once and for all. Maybe to &quot;Urectum&quot;...",1407843791.0
25,8167363,story,,,2,0,remotesynth,The Case For Kendo UI,http://developer.telerik.com/featured/case-kendo-ui/,,1407843786.0
26,8167362,comment,8165745.0,8167042.0,1,0,jackweirdy,,,I&,
27,8167361,comment,8165145.0,8167276.0,1,0,danieltillett,,,Great post. I knew that there must have been some mechanism to keep Moores law ticking over but I never knew how it was co-ordinated.,1407843637.0
28,8167360,comment,8166698.0,8166698.0,1,0,nextw33k,,,"All these crime is down articles make me think there is something more fundamental at play. That whilst technology has helped, that perhaps the real answer is economic.<p>Crime was a way of getting something that you wanted with little effort but high risk. However with consumerism we can have what we want with medium effort and low risk. There is a lower barrier to getting what you want with anything of material worth.",1407843636.0
29,8167359,comment,8166677.0,8167308.0,3,0,ulfw,,,I couldn&,
30,8167358,story,,,4,1,johnny_reilly,Knockout 3.2 ready to go,https://github.com/knockout/knockout/releases/tag/v3.2.0,,1407843594.0
31,8167357,comment,8166388.0,8167162.0,4,0,Eiriksmal,,,"> If it could stream GIFs and accept clicks with server-side image maps, then it would be compatible with every desktop graphical browser in existence<p>I can&",
32,8167356,comment,8165745.0,8167230.0,1,0,jackweirdy,,,"Aside: anyone with a .edu, .ac.uk or other education-ending email address can get 5 private repos for free.<p>Is there anything specifically about GitHub which puts you off, or is it just that BitBucket works so you don&",
33,8167355,comment,8164766.0,8165791.0,2,0,cnvogel,,,"No, USB keyboards (or mice) can&",
34,8167353,comment,8160860.0,8163316.0,1,0,davidw,,,I agree that H1B&,
35,8167352,comment,8165522.0,8166476.0,1,0,Uehreka,,,"Just a heads up, analyzing the structure of code without running it is called static analysis. If you&",
36,8167351,comment,8166698.0,8166871.0,2,0,lttlrck,,,My insurance rep told me it&,
37,8167350,comment,8166388.0,8166715.0,4,0,icebraining,,,"Or setup a web interface for rtorrent: <a href=""http://wiki.rtorrent.org/RtorrentProjects",
38,8167349,story,,,7,0,lelf,The Two Dualities of Computation: Negative and Fractional Types [pdf],http://www.cs.indiana.edu/%7Esabry/papers/rational.pdf,,1407843353.0
39,8167348,story,,,4,3,dzlotrg,Rss reader for software developers,http://rssheap.com,,1407843346.0
40,8167347,comment,8164080.0,8166584.0,1,0,ghshephard,,,"Most tracking by LEA is not done with GPS/Location tracking from the E-9-1-1 mandate, it&",
41,8167346,story,,,8,0,antr,Twitter admits that as many as 23M of its active users are actually bots,http://qz.com/248063/twitter-admits-that-as-many-as-23-million-of-its-active-users-are-actually-bots/,,1407843309.0
42,8167345,comment,8166698.0,8167101.0,1,0,jzwinck,,,"Likewise in America and elsewhere: <a href=""http://arstechnica.com/tech-policy/2012/09/your-car-tracked-the-rapid-rise-of-license-plate-readers/"" rel=""nofollow"">http://arstechnica.com/tech-policy/2012/09/your-car-tracked-...</a>",1407843214.0
43,8167343,story,,,2,0,swah,Microservices Until Macro Complexity,https://michaelfeathers.silvrback.com/microservices-until-macro-complexity,,1407843164.0
44,8167342,comment,8166678.0,8167302.0,5,0,joshavant,,,"I was thinking about this the other day. Many articles claim this happens, but few include real world before/after measurements.<p>You should take timings + videos of pre- and post-camera activity, for future reference! It might make a nice compliment to yet another &",
45,8167341,comment,8166818.0,8166843.0,2,0,mpweiher,,,That&,
46,8167340,story,,,150,60,alex_ka,How To Validate Your Business Idea By Testing A Hypothesis,http://hatchery.io/how-to-validate-your-business-idea-by-testing-a-hypothesis.html,,1407843117.0
47,8167339,comment,8167290.0,8167290.0,1,0,poseid,,,interesting to see the use of javascript to write a small domain specific language. any plans to make this more of a &quot;bitcoin programming language&quot; ?,1407843091.0
48,8167338,story,,,1,0,liotier,What is Design Thinking ?,http://infinvision.com/design-thinking/,,1407843046.0
49,8167336,story,,,1,0,liotier,Mobile onboarding – a beginner’s guide,http://www.smashingmagazine.com/2014/08/11/mobile-onboarding-beginners-guide/,,1407843021.0
50,8167335,story,,,1,0,dhimant,India Bans Animal Dissection In Universities “To Save Precious Lives”,https://www.thedodo.com/india-bans-animal-dissection-i-661608390.html,,1407842996.0
51,8167334,comment,8166698.0,8167150.0,0,0,jzwinck,,,I don&,
52,8167333,story,,,12,1,liotier,Hacking the Wireless World with Software-Defined Radio – 2.0 [pdf],https://www.blackhat.com/docs/us-14/materials/us-14-Seeber-Hacking-The-Wireless-World-With-Software-Defined-Radio-2.0.pdf,,1407842992.0
53,8167332,comment,8166698.0,8166934.0,1,0,uptown,,,Seems like some physical attributes of bicycles make them difficult to apply similar protections. I&,
54,8167331,comment,8164766.0,8164766.0,5,0,cnvogel,,,I think the &quot;no effective defense&quot; slide (,
55,8167330,comment,8165857.0,8166145.0,1,0,walshemj,,,The medallion system is a corrupt one a system like Londons &quot;the knowledge&quot; plus some basic BG checks is a fairer way.,1407842768.0
56,8167329,comment,8166694.0,8167124.0,3,0,Kiro,,,I&,
57,8167328,comment,8166698.0,8167109.0,2,0,Shivetya,,,So how do we deter people from stealing other people&,
58,8167327,comment,8166698.0,8166934.0,1,0,SeanDav,,,"Sometimes there is a huge financial incentive to avoid making something unprofitably to steal. For example it has long been technically possible to render stolen phones unusable but this has never been done because there is very little financial incentive to do so, in fact there is financial incentive not to do so because it would effect negatively effect sales of new phones if no phone got stolen.<p>It would not surprise me at all if something similar was at play here with bicycles. If every bicycle had to be micro-doted (or chipped etc) and registered and bicycles were subject to spot checks, bicycle theft would fall hugely, but where is the incentive?",1407842692.0
59,8167326,comment,8164860.0,8166705.0,3,0,gone35,,,"<i>Exactly, (...)</i><p>Seriously? As the CEO of the company and the person ultimately responsible for this project, it is troubling that you endorse these simplistic and erroneous views of plant biosafety. Fitness is notoriously ecosystem-dependent and hard to predict, which is why microcosm and field experiments-based risk assessments exist in the first place --it unfortunately can&",
60,8167325,story,,,1,0,pssdbt,Handling UI with Async File Uploads,https://medium.com/@jeffff/ui-challenges-with-asynchronous-file-uploads-431a8a09a15f,,1407842467.0
61,8167323,comment,8164408.0,8164896.0,3,0,deepsand,,,"There was an interesting discussion about Japanese web design on HN late last year:\n<a href=""https://news.ycombinator.com/item?id=6718067"" rel=""nofollow"">https://news.ycombinator.com/item?id=6718067</a>",1407842437.0
62,8167322,comment,8166698.0,8167157.0,1,0,jzwinck,,,"I felt exactly the same way after a gang stole a camera lens from my bag while it was strapped onto my body in Russia.  They (3-5 people) surrounded me on a street in broad daylight, shoved me in various directions, separated my $1000 lens from myself, and ran off.  I had a new lens shipped to me in a week, but the psychological change has lasted for years.",1407842357.0
63,8167321,comment,8166734.0,8167197.0,1,0,TeMPOraL,,,Did you mean &quot;Caprica&quot;?,1407842327.0
64,8167320,comment,8166694.0,8166905.0,2,0,adrianwaj,,,Maybe 5 mBTC ? (the site takes bitcoin already - and I think that should be clearer),1407842320.0
65,8167319,comment,8167192.0,8167192.0,7,0,vnuk,,,"Zagreb also has this, albeit a mini version ...<p>The system is at scale 1:680 000 000. Earth&",
66,8167317,comment,8167192.0,8167192.0,4,0,robbiep,,,"We have one in Australia too - I drive it several times a year.\nDistance sun to pluto is 190 km unfortunately - I visited the wiki link ready to hurl abuse<p><a href=""http://www.solarsystemdrive.com/map-planet-locations.html"" rel=""nofollow"">http://www.solarsystemdrive.com/map-planet-locations.html</a>",1407842241.0
67,8167316,comment,8164080.0,8167159.0,1,0,vijayr,,,"I went to a camp for 4 weeks - no internet, tv, phone, books or newspapers.  It was surprising how quickly I (and others) adjusted, and did not miss any of those. It was liberating to do physical work, and sit down and talk to people face to face.<p>I guess we need all this noise <i>because</i><p>a)most of us don&",
68,8167315,comment,8166698.0,8167234.0,6,0,celticninja,,,"Sounds like bullshit.<p>If that was the case they would not be whipping, beheading, stoning, maiming and executing people in these countries. (spoiler:they are doing all of these things).<p>It&",
69,8167314,comment,8166694.0,8167306.0,2,0,jongold,,,Nike&,
70,8167313,comment,8163595.0,8167029.0,1,0,robinhoodexe,,,"On Bitbucket I only store the encrypted passwords, so unless they tinker with whatever is on their servers, I&",
71,8167312,story,,,1,0,MrEliasen,Windowless Jet Concept – Transparent Fuselage Using Displays,http://www.gizmodo.co.uk/2014/08/this-awesome-windowless-jet-makes-its-fuselage-transparent-using-displays/,,1407841950.0
72,8167311,comment,8166698.0,8166698.0,1,0,dutchbrit,,,Funny - it&,
73,8167310,story,,,1,0,SeanDav,"Robin Williams, actor and comedian found dead",http://www.bbc.co.uk/news/world-us-canada-28749702,,1407841732.0
74,8167309,comment,8166778.0,8166778.0,1,0,otobrglez,,,"Here is a nice explanation by author (Žiga Miklič) -  <a href=""http://codepen.io/ziga-miklic/blog/pure-css-tic-tac-toe"" rel=""nofollow"">http://codepen.io/ziga-miklic/blog/pure-css-tic-tac-toe</a>",1407841708.0
75,8167308,comment,8166677.0,8166987.0,8,0,muro,,,That has been Intel&,
76,8167307,comment,8165857.0,8165857.0,2,0,supahfly_remix,,,Why can&,
77,8167306,comment,8166694.0,8167266.0,3,0,DonaldH,,,Nike&,
78,8167305,comment,8166698.0,8167215.0,1,0,Piskvorrr,,,"Yup. Much of the bikes that get stolen around here (Prague, central Europe) are re-sold considerably cheaper at shady shops within the same city. Of course, the statistic comes from bikes which <i>have been</i> recovered; this may significantly skew it.",1407841543.0
79,8167304,comment,8167192.0,8167237.0,4,0,yen223,,,"Technically, <i>all</i> of us are travelling in the Solar System.",1407841539.0
80,8167303,story,,,1,1,mrwnmonm,Ask HN: How do you understand the evolution of social communications on the web?,,"i mean the movement from forums,chat-groups to social-networks,bookmarking-sites to specialized networks. how people used them and use them now? why this movements happened?, i want to figure out the direction of this evolution, what this movements means, it could tell us how people really want to use the internet to communicate",1407841528.0
81,8167302,comment,8166678.0,8166678.0,3,0,Spooky23,,,"Thanks for posting this. My city is getting ready to start putting in red light cameras, with the supposed goal of improving traffic safety. This should come in handy when they optimize for revenue.",1407841527.0
