,ID,Type,Story,Parent,Points,Comments,Author,Title,URL,Content,Created
0,7759637,comment,7759310.0,7759310.0,4,0,buzzybee,,,My last phone was my first smartphone. It cost $80 and ran Android 4.0 very poorly with pauses and crashes.<p>My current one runs Android 4.1 and cost $60. It runs smoothly enough that I have no pressing reason to upgrade in the near future; but when I do I expect to get even more for less.<p>These are both Virgin Mobile pre-paid phones.,1400317162.0
1,7759636,story,,,2,0,benev,Grace Hopper and the first programming language,http://www.linuxvoice.com/history-of-computing-part-2/?pk_campaign=hn&pk_kwd=2,,1400317134.0
2,7759635,comment,7759332.0,7759607.0,3,0,youngtaff,,,Believe Google already uses YubiKeys for authentication internally - certainly some of the Google staffers I know have them for authentication,1400317116.0
3,7759634,comment,7759332.0,7759535.0,1,0,justincormack,,,Spoofing could re enable it too I guess?,1400317114.0
4,7759633,story,,,1,0,m_c,'Biggest dinosaur ever' discovered,http://m.bbc.co.uk/news/science-environment-27441156,,1400317085.0
5,7759632,comment,7758921.0,7759321.0,3,0,pgeorgi,,,"They released the GPL version last tuesday: <a href=""http://libre.adacore.com/download/configurations"" rel=""nofollow"">http://libre.adacore.com/download/configurations</a>",1400316983.0
6,7759631,comment,7759243.0,7759492.0,1,0,seanmcdirmid,,,"The farmers are well protected in Switzerland, while the chocolate making is highly automated.<p>What the higher minimum wage will do is push either for automating or exporting lower wage tasks, which will reduce immigration (since those jobs are not really done by swiss citizens anyways), and there are surprisingly a lot of xenophobic people in Switzerland that are OK with this.",1400316857.0
7,7759630,comment,7759565.0,7759565.0,2,0,na85,,,"I was surprised to see how highly-ranked some of the languages were (like Fortran and R) that I had previously discounted as mostly abandoned in the &quot;github crowd&quot;.<p>Obviously Fortran is used a lot in HPC and numerical routines, but I always figured those were closed-source and rarely updated, with development focusing on their wrappers.",1400316852.0
8,7759629,comment,7759332.0,7759332.0,1,0,noisy_boy,,,"Am I missing something or the fact that once gmail password is compromised, the attacker could easily change the phone no. or set it to use Google Authenticator? Further steps regarding voicemail etc. will be moot after that.",1400316839.0
9,7759628,comment,7758937.0,7759096.0,1,0,derefr,,,"The point of redis is having external, shared, <i>persistable</i> memory. Redis abstracts away the problem of getting atomic updates to various data structures safely and asynchronously written to disk under continuous write-heavy workloads. Vedis abstracts away that same problem for process-local data.",1400316750.0
10,7759626,comment,7756288.0,7757511.0,2,0,vijucat,,,The attrition rate is due to the lack of cost involved in opting out if you find yourself unable to keep up with the course / too many courses. Being able to try and see if you can do a course (despite the other commitments in your life) is actually very attractive because most people cannot assess their goals or time budget that accurately.<p>From the MOOCs&,
11,7759624,comment,7759332.0,7759607.0,3,0,noisy_boy,,,That will be a problem where USB ports are disabled (which is increasingly becoming a standard security practice). E.g. my workplace has separate PCs for accessing Gmail etc. but those still have USB ports disabled.,1400316604.0
12,7759623,comment,7758250.0,7758250.0,2,0,damethos,,,To be honest I do not understand why this made it to the HN top posts when there are already other more complete APIs out there such as the Biteasy.com API. Good domain name though. Maybe that&,
13,7759622,story,,,3,0,felixvolny,The full New York Times Innovation Report,http://www.scribd.com/doc/224608514/The-Full-New-York-Times-Innovation-Report,,1400316565.0
14,7759621,comment,7758937.0,7758937.0,1,0,derefr,,,Random idea: this could probably be embedded quite easily into the Erlang VM. You&,
15,7759620,comment,7757708.0,7759417.0,3,0,kalleboo,,,"Or in my original example, have them enter in the ",
16,7759619,comment,7759243.0,7759540.0,0,0,anonymousDan,,,"So? Even if that were true, it&",
17,7759618,comment,7759415.0,7759415.0,3,0,barsonme,,,I sincerely hope more companies will follow in Google&,
18,7759617,comment,7759610.0,7759610.0,1,0,tomkwok,,,Also notice the URL &quot;/apple-and-<i>samsung</i>-agree-to-drop-all-lawsuits-against-each-other-2014-5&quot;.<p>Quotes from one of the commenters on the article:<p>> Did you just change your title from Samsung to Google?<p>> that&,
19,7759616,comment,7758252.0,7758934.0,4,0,silvestrov,,,FBI had a camera installed above the dining-room table.  They might have seen him typing the password.<p>Snowden is more professional: he puts a blanket over his head and computer when typing a password.,1400316461.0
20,7759615,comment,7759310.0,7759310.0,3,0,awjr,,,I have a Nexus 4 and my next phone is also probably going to be an Android phone but my shopping list now comes down to how well it takes a photo (N4 is horrible) and if it gets reasonable OS updates.<p>I can now get this for around £100.,1400316422.0
21,7759614,comment,7759310.0,7759475.0,1,0,enscr,,,"I agree with what you are implying, maybe it just came across as negative to whoever downvoted this. For devices that you upgrade every year or two, $130 (free with subsidy) is a good price. It feels cheap because Apple etc. have set the bar too high (on pricing).",1400316248.0
22,7759613,comment,7759565.0,7759565.0,2,0,yaur,,,"Not my data or article but for those who want to poke around with it <a href=""http://langpop.corger.nl/formatted_data"" rel=""nofollow"">http://langpop.corger.nl/formatted_data</a> is the relevant URL.",1400316235.0
23,7759612,story,,,1,0,codelucas,Considerations for new graduates,https://medium.com/@lucasou/ce4b6f3c3c44,,1400316176.0
24,7759611,comment,7759310.0,7759352.0,4,0,pgeorgi,,,Android 4.4&,
25,7759610,story,,,2,2,tomkwok,Apple And Google Agree To Drop All Lawsuits Against Each Other,http://www.businessinsider.com/apple-and-samsung-agree-to-drop-all-lawsuits-against-each-other-2014-5,,1400315975.0
26,7759609,comment,7759332.0,7759574.0,3,0,rdl,,,"My problem is that banning cellphones and blocking cell signals is common in secure spaces, so cell based 2fa fails there, too.",1400315975.0
27,7759608,comment,7758712.0,7759254.0,1,0,rdl,,,I&,
28,7759607,comment,7759332.0,7759332.0,11,0,JulianRaphael,,,Maybe Google&,
29,7759606,story,,,5,1,edward,Unsold cars,http://www.vincelewis.net/unsoldcars.html,,1400315865.0
30,7759605,comment,7759310.0,7759310.0,4,0,enscr,,,"Often, the word &",
31,7759604,comment,7759415.0,7759595.0,6,0,subway,,,Wrong Brentwood.,1400315826.0
32,7759603,comment,7759238.0,7759441.0,0,0,DCKing,,,None of the terminology or mathematics used seems to be specific to integer groups to my limited understanding. Could you explain why this has nothing to do with elliptic curve groups?,1400315753.0
33,7759602,story,,,1,1,pyb,Project 100,http://goproject100.com/,,1400315746.0
34,7759601,comment,7759243.0,7759551.0,3,0,chongli,,,Paying people more means they&,
35,7759600,comment,7750146.0,7758544.0,1,0,eip,,,You&,
36,7759599,comment,7758921.0,7759376.0,6,0,ch_123,,,"I believe the GNAT-FSF Ada compiler included as part of GCC (as distinct from the GNAT-GPL compiler that can be downloaded directly from AdaCore) can be used to create non-GPL software, see -<p><a href=""http://en.wikipedia.org/wiki/GNAT",
37,7759598,comment,7757812.0,7759063.0,2,0,bgaluszka,,,By [1] To turn it on add &,
38,7759597,comment,7757303.0,7758815.0,1,0,fleitz,,,If there&,
39,7759596,comment,7747517.0,7748567.0,1,0,danbee,,,Could you post a link to your plugin?,1400315590.0
40,7759595,comment,7759415.0,7759415.0,2,0,Implicated,,,<i>Brentwood</i> - Here comes a surge in UCLA applications.,1400315531.0
41,7759594,comment,7755742.0,7755742.0,6,0,the_watcher,,,"Pet peeve: 120 hours a week is 17 hours a day, leaving 7 hours for sleep assuming literally nothing else is done.  While those kind of numbers are often used to sum up the lifestyle of &quot;wake up at 6, get to work at 7, get breakfast, lunch, dinner, drinks with work, get home at 10, go to sleep, repeat,&quot; even that ridiculous schedule puts you at 15 hours a day, or 105 hours a week, assuming you treat weekends the same as weekdays.  To hit 120 hours a week, you&",
42,7759593,comment,7757812.0,7759188.0,3,0,dagw,,,I&,
43,7759592,comment,7759243.0,7759446.0,1,0,fla,,,"It is an honest question, and that&",
44,7759591,comment,7757303.0,7758944.0,1,0,fleitz,,,"Yes, copylefted software is &quot;tyrannical&quot; to you because it prevents you from using the software to build proprietary software, your powers reading comprehension astound me.",1400315371.0
45,7759590,comment,7750146.0,7757993.0,2,0,eip,,,> Vert.x enables many JVM languages to program it. Perhaps the real problem&,
46,7759589,comment,7755914.0,7756649.0,1,0,blablabla123,,,">As it turned out, I decided to use node.js on Linux on EC2 instead, as I know that works fine.<p>Deploying node.js using Linux (or OS X) is actually pretty convenient using Azure Websites. Even though Azure Websites is limited to 10 instances, but until you get 10 instances busy with node.js.....<p>However I agree, the documentation is horrible. When working with the node drivers for Azure Storage Tables, most of the time I use the source code as doc, fortunately it&",
47,7759588,comment,7756034.0,7758329.0,2,0,maaku,,,And the Native Americans arrived thousands of years earlier. But it&,
48,7759587,story,,,2,0,ninthfrank07,Floating Cities: The Future of Governments,https://www.youtube.com/watch?v=Iz7ZL0uWM5M,,1400315269.0
49,7759586,comment,7759243.0,7759579.0,3,0,andreasklinger,,,"Agree.<p>Welfare is basic an implicit minimum wage.<p>Also i personally believe that markets can only regulate themselves if all players start with the same conditions. Which they do more likely in sweden as they do in the states (eg. education, healthcare, middle class, etc)",1400315265.0
50,7759585,comment,7758252.0,7759509.0,1,0,bayesianhorse,,,"That would be true, if the spy can transfer all the results of the team, and doesn&",
51,7759584,comment,7757708.0,7758514.0,2,0,PhasmaFelis,,,I think I might actually be both of those.,1400315122.0
52,7759583,comment,7759238.0,7759358.0,2,0,petermonsson,,,"We mainly use GF(2^m) in embedded systems for error correction (FEC, Scrambling, etc.).",1400315078.0
53,7759582,comment,7759243.0,7759390.0,5,0,UweSchmidt,,,It&,
54,7759581,comment,7759243.0,7759551.0,10,0,andreasklinger,,,I think &quot;lower salaries == more people employed&quot; is an overly simplified model economists teach us to justify dropping wages.<p>Imho lower salaries doesn&,
