,ID,Type,Story,Parent,Points,Comments,Author,Title,URL,Content,Created
0,8576319,comment,8575106.0,8575106.0,0,0,pbreit,,,"Also, pretty much guaranteed to improve outcomes for almost investor:\n1) pay off your credit cards before investing\n2) max out your IRA/401(k)",1415433536.0
1,8576318,comment,8576147.0,8576147.0,0,0,wlievens,,,"Cool, now you need a proper domain :-)",1415433507.0
2,8576317,comment,8576068.0,8576270.0,0,0,wlievens,,,"If you compare it to the gargantuan that is an actual production compiler, it sure is tiny.",1415433396.0
3,8576316,story,,,7,0,journeeman,Programming for the Expression of Ideas (2013) [video],http://www.infoq.com/presentations/Expression-of-Ideas,,1415433373.0
4,8576315,comment,8575106.0,8575874.0,0,0,zone411,,,"Actually, it has been accounted for in the studies. See: <a href=""http://www.stlouisfed.org/on-the-economy/the-cost-of-chasing-returns/"" rel=""nofollow"">http://www.stlouisfed.org/on-the-economy/the-cost-of-chasing...</a>",1415433156.0
5,8576314,comment,8576082.0,8576082.0,0,0,trebuchette,,,Oh please no. That&,
6,8576313,story,,,5,1,trias,Why Mark Zuckerberg wears the same T-Shirt every day,http://qz.com/292993/why-mark-zuckerberg-wears-the-same-teeshirt-every-day/,,1415432937.0
7,8576312,comment,8575106.0,8576253.0,0,0,falsedan,,,"Your numbers are off:<p>- average long-term return on the stock market is 8-12%<p>- full-time wealth management means no more tech job, means no need to live in the bay area, means $100k p.a. nets you a comfortable lifestyle<p>You&",
8,8576311,comment,8576229.0,8576229.0,0,0,DianaAJones,,,shopify gets my vote!,1415432754.0
9,8576310,comment,8573992.0,8576211.0,0,0,patio11,,,I have no great answer to this question (I&,
10,8576309,comment,8574184.0,8576255.0,0,0,Animats,,,"In most languages, the language says nothing about what data is protected by the mutex. Modula and Ada did, and Java has &quot;synchronized&quot; objects, but C/C++/Go lack any syntax for talking about that.  This typically becomes a problem as a program is modified over time, and the relationship between mutex and data is forgotten.",1415432697.0
11,8576308,comment,8576229.0,8576229.0,0,0,day_,,,"I highly recommend Woocommerce, a Wordpress plugin.\nWordpress gives you the ability to make any modifications you want, or you can just use prebuilt themes and there is no need to code.\nShopify is also great, but it&",
